#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
10,Fri Nov 16 00:52:52 EST 2018,58,10,Assignment11Suite,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelRepeatTestCase+ OneLevelRepeatTestCase+ ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase+ PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelRepeatTestCase+ , ,ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList OneLevelListMovesTestCase OneLevelListWithPositiveNegativeMovesTestCase OneLevelRepeatOneLevelList ParserCreatesCommandListTestCase- SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase TwoLevelListMovesTestCase TwoLevelRepeatTwoLevelList , ,
11,Fri Nov 16 00:54:27 EST 2018,58,0,CommandInterpreterSuiteA11,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelRepeatTestCase OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelRepeatTestCase , ,ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList OneLevelListMovesTestCase OneLevelListWithPositiveNegativeMovesTestCase OneLevelRepeatOneLevelList ParserCreatesCommandListTestCase SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase TwoLevelListMovesTestCase TwoLevelRepeatTwoLevelList , ,
12,Fri Nov 16 01:08:15 EST 2018,58,0,CommandInterpreterSuiteA11,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelRepeatTestCase OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelRepeatTestCase , ,ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList OneLevelListMovesTestCase OneLevelListWithPositiveNegativeMovesTestCase OneLevelRepeatOneLevelList ParserCreatesCommandListTestCase SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase TwoLevelListMovesTestCase TwoLevelRepeatTwoLevelList , ,
13,Fri Nov 16 01:11:59 EST 2018,58,0,Assignment11Suite,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelRepeatTestCase OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelRepeatTestCase , ,ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList OneLevelListMovesTestCase OneLevelListWithPositiveNegativeMovesTestCase OneLevelRepeatOneLevelList ParserCreatesCommandListTestCase SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase TwoLevelListMovesTestCase TwoLevelRepeatTwoLevelList , ,
14,Fri Nov 16 01:12:15 EST 2018,58,0,CommandInterpreterSuiteA11,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelRepeatTestCase OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelRepeatTestCase , ,ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList OneLevelListMovesTestCase OneLevelListWithPositiveNegativeMovesTestCase OneLevelRepeatOneLevelList ParserCreatesCommandListTestCase SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase TwoLevelListMovesTestCase TwoLevelRepeatTwoLevelList , ,
15,Fri Nov 16 01:12:20 EST 2018,58,0,CommandInterpreterSuiteA11,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelRepeatTestCase OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelRepeatTestCase , ,ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList OneLevelListMovesTestCase OneLevelListWithPositiveNegativeMovesTestCase OneLevelRepeatOneLevelList ParserCreatesCommandListTestCase SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase TwoLevelListMovesTestCase TwoLevelRepeatTwoLevelList , ,
16,Fri Nov 16 01:13:16 EST 2018,58,0,CommandInterpreterSuiteA11,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelRepeatTestCase OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelRepeatTestCase , ,ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList OneLevelListMovesTestCase OneLevelListWithPositiveNegativeMovesTestCase OneLevelRepeatOneLevelList ParserCreatesCommandListTestCase SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase TwoLevelListMovesTestCase TwoLevelRepeatTwoLevelList , ,
17,Fri Nov 16 01:22:49 EST 2018,58,0,CommandInterpreterSuiteA11,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelRepeatTestCase OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelRepeatTestCase , ,ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList OneLevelListMovesTestCase OneLevelListWithPositiveNegativeMovesTestCase OneLevelRepeatOneLevelList ParserCreatesCommandListTestCase SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase TwoLevelListMovesTestCase TwoLevelRepeatTwoLevelList , ,
18,Fri Nov 16 01:23:04 EST 2018,58,0,OneLevelListWithPositiveNegativeMovesTestCase,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelRepeatTestCase OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelRepeatTestCase , ,ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList OneLevelListMovesTestCase OneLevelListWithPositiveNegativeMovesTestCase OneLevelRepeatOneLevelList ParserCreatesCommandListTestCase SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase TwoLevelListMovesTestCase TwoLevelRepeatTwoLevelList , ,
19,Fri Nov 16 01:25:43 EST 2018,58,0,CommandInterpreterSuiteA11,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelRepeatTestCase OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelRepeatTestCase , ,ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList OneLevelListMovesTestCase OneLevelListWithPositiveNegativeMovesTestCase OneLevelRepeatOneLevelList ParserCreatesCommandListTestCase SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase TwoLevelListMovesTestCase TwoLevelRepeatTwoLevelList , ,
20,Fri Nov 16 01:25:45 EST 2018,58,0,OneLevelListWithPositiveNegativeMovesTestCase,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelRepeatTestCase OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelRepeatTestCase , ,ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList OneLevelListMovesTestCase OneLevelListWithPositiveNegativeMovesTestCase OneLevelRepeatOneLevelList ParserCreatesCommandListTestCase SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase TwoLevelListMovesTestCase TwoLevelRepeatTwoLevelList , ,
21,Fri Nov 16 01:26:20 EST 2018,58,0,CommandInterpreterSuiteA11,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelRepeatTestCase OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelRepeatTestCase , ,ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList OneLevelListMovesTestCase OneLevelListWithPositiveNegativeMovesTestCase OneLevelRepeatOneLevelList ParserCreatesCommandListTestCase SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase TwoLevelListMovesTestCase TwoLevelRepeatTwoLevelList , ,
22,Fri Nov 16 01:59:03 EST 2018,65,7,CommandInterpreterSuiteA11,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelRepeatTestCase OneLevelListMovesTestCase+ OneLevelRepeatOneLevelList+ OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelRepeatTestCase , ,ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList OneLevelListWithPositiveNegativeMovesTestCase ParserCreatesCommandListTestCase SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase TwoLevelListMovesTestCase TwoLevelRepeatTwoLevelList , ,
23,Fri Nov 16 02:04:24 EST 2018,75,10,CommandInterpreterSuiteA11,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelListMovesTestCase+ ManyLevelRepeatTestCase OneLevelListMovesTestCase OneLevelRepeatOneLevelList OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelListMovesTestCase+ TwoLevelRepeatTestCase TwoLevelRepeatTwoLevelList+ , ,ManyLevelRepeatManyLevelList OneLevelListWithPositiveNegativeMovesTestCase ParserCreatesCommandListTestCase SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase , ,
24,Fri Nov 16 02:05:48 EST 2018,79,4,CommandInterpreterSuiteA11,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList+ ManyLevelRepeatTestCase OneLevelListMovesTestCase OneLevelRepeatOneLevelList OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelListMovesTestCase TwoLevelRepeatTestCase TwoLevelRepeatTwoLevelList , ,OneLevelListWithPositiveNegativeMovesTestCase ParserCreatesCommandListTestCase SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase , ,
25,Fri Nov 16 02:05:57 EST 2018,86,7,Assignment11Suite,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList ManyLevelRepeatTestCase OneLevelListMovesTestCase OneLevelListWithPositiveNegativeMovesTestCase+ OneLevelRepeatOneLevelList OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesCommandListTestCase+ ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelListMovesTestCase TwoLevelRepeatTestCase TwoLevelRepeatTwoLevelList , ,SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase , ,
26,Fri Nov 16 02:28:53 EST 2018,86,0,ParserSuite,ApproachCommandObjectTestCase CommandListCommandObjectTestCase FailCommandObjectTestCase ManyLevelListMovesTestCase ManyLevelRepeatManyLevelList ManyLevelRepeatTestCase OneLevelListMovesTestCase OneLevelListWithPositiveNegativeMovesTestCase OneLevelRepeatOneLevelList OneLevelRepeatTestCase ParserCreatesApproachCommandObjectTestCase ParserCreatesCommandListTestCase ParserCreatesFailCommandObjectTestCase ParserCreatesMoveCommandObjectTestCase ParserCreatesPassCommandObjectTestCase ParserCreatesRepeatCommandObjectTestCase ParserCreatesSayCommandObjectTestCase ParserFactoryMethodTest ParsingAtomicCommandTestCase PassCommandObjectTestCase RepeatCommandObjectTestCase SyncArthurLancelotTestCase TwoLevelListMovesTestCase TwoLevelRepeatTestCase TwoLevelRepeatTwoLevelList , ,SyncArthurAnimationTestCase SyncGalahadAnimationTestCase SyncLancelotAnimationTestCase SyncRobinAnimationTestCase , ,
