#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
10,Tue Nov 27 20:11:33 EST 2018,11,0,CommandInterpreterSuiteA12,BroadcastingClearanceManagerFactoryMethodTest UndoRedoTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase DefineCallCommandTestCase EnvironmentFactoryMethodTest LockstepAvatarsAnimationTestCase ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ParsingExceptionTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase ScanningExceptionTestCase SleepCommandObjectTestCase SleepCommandTestCase SwingTextFieldFactoryTestCase ThreadCommandObjectTestCase ThreadCommandTestCase , ,
11,Tue Nov 27 20:33:50 EST 2018,38,27,CommandObjectSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase+ EnvironmentFactoryMethodTest+ ProceedAllCommandObjectTestCase+ RotateLeftArmCommandObjectTestCase+ RotateRightArmCommandObjectTestCase+ SleepCommandObjectTestCase+ ThreadCommandObjectTestCase+ UndoRedoTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandTestCase LockstepAvatarsAnimationTestCase ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ParsingExceptionTestCase ProceedAllCommandTestCase RotateLeftArmCommandTestCase RotateRightArmCommandTestCase ScanningExceptionTestCase SleepCommandTestCase SwingTextFieldFactoryTestCase ThreadCommandTestCase , ,
12,Tue Nov 27 20:34:23 EST 2018,73,35,Assignment12Suite,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase+ ParserCreatesProceedAllCommandObjectTestCase+ ParserCreatesRotateLeftArmCommandObjectTestCase+ ParserCreatesRotateRightArmCommandObjectTestCase+ ParserCreatesSleepCommandObjectTestCase+ ProceedAllCommandObjectTestCase ProceedAllCommandTestCase+ RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase+ RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase+ SleepCommandObjectTestCase SleepCommandTestCase+ ThreadCommandObjectTestCase UndoRedoTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandTestCase LockstepAvatarsAnimationTestCase ParserCreatesThreadCommandObjectTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase ThreadCommandTestCase , ,
13,Tue Nov 27 20:37:24 EST 2018,69,-4,Assignment12Suite,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandTestCase+ EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase UndoRedoTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase- LockstepAvatarsAnimationTestCase ParserCreatesThreadCommandObjectTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase ThreadCommandObjectTestCase- ThreadCommandTestCase , ,
14,Tue Nov 27 20:41:12 EST 2018,61,-8,Assignment12Suite,BroadcastingClearanceManagerFactoryMethodTest EnvironmentFactoryMethodTest ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase UndoRedoTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase DefineCallCommandTestCase- LockstepAvatarsAnimationTestCase ParserCreatesDefineCallCommandObjectTestCase- ParserCreatesThreadCommandObjectTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase ThreadCommandObjectTestCase ThreadCommandTestCase , ,
15,Tue Nov 27 20:42:18 EST 2018,69,8,Assignment12Suite,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandTestCase+ EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase+ ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase UndoRedoTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase LockstepAvatarsAnimationTestCase ParserCreatesThreadCommandObjectTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase ThreadCommandObjectTestCase ThreadCommandTestCase , ,
16,Tue Nov 27 20:54:10 EST 2018,76,7,Assignment12Suite,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase+ DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase+ UndoRedoTestCase WaitingAvatarsAnimationTestCase , ,LockstepAvatarsAnimationTestCase ParserCreatesThreadCommandObjectTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase ThreadCommandTestCase , ,
17,Tue Nov 27 20:55:19 EST 2018,76,0,Assignment12Suite,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase UndoRedoTestCase WaitingAvatarsAnimationTestCase , ,LockstepAvatarsAnimationTestCase ParserCreatesThreadCommandObjectTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase ThreadCommandTestCase , ,
18,Tue Nov 27 20:56:43 EST 2018,76,0,Assignment12Suite,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase UndoRedoTestCase WaitingAvatarsAnimationTestCase , ,LockstepAvatarsAnimationTestCase ParserCreatesThreadCommandObjectTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase ThreadCommandTestCase , ,
19,Tue Nov 27 21:05:14 EST 2018,84,8,Assignment12Suite,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase+ ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase+ UndoRedoTestCase WaitingAvatarsAnimationTestCase , ,LockstepAvatarsAnimationTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase , ,
20,Tue Nov 27 21:19:19 EST 2018,88,4,Assignment12Suite,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase SwingTextFieldFactoryTestCase+ ThreadCommandObjectTestCase ThreadCommandTestCase UndoRedoTestCase WaitingAvatarsAnimationTestCase , ,LockstepAvatarsAnimationTestCase ParsingExceptionTestCase ScanningExceptionTestCase , ,
21,Tue Nov 27 22:05:52 EST 2018,92,4,LockstepAvatarsAnimationTestCase,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase DefineCallCommandTestCase EnvironmentFactoryMethodTest LockstepAvatarsAnimationTestCase+ ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase SwingTextFieldFactoryTestCase ThreadCommandObjectTestCase ThreadCommandTestCase UndoRedoTestCase WaitingAvatarsAnimationTestCase , ,ParsingExceptionTestCase ScanningExceptionTestCase , ,
