#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
10,Tue Nov 06 15:55:04 EST 2018,28,0,Assignment10Suite,MoveCommandObjectTestCase SayCommandObjectTestCase ,AssertingBridgeSceneDynamicTestCase ,AsyncArthurAnimationTestCase AsyncGalahadAnimationTestCase AsyncLancelotAnimationTestCase AsyncRobinAnimationTestCase , ,
11,Tue Nov 06 16:00:19 EST 2018,28,0,Assignment10Suite,MoveCommandObjectTestCase SayCommandObjectTestCase ,AssertingBridgeSceneDynamicTestCase ,AsyncArthurAnimationTestCase AsyncGalahadAnimationTestCase AsyncLancelotAnimationTestCase AsyncRobinAnimationTestCase , ,
12,Tue Nov 06 16:17:20 EST 2018,28,0,Assignment10Suite,MoveCommandObjectTestCase SayCommandObjectTestCase ,AssertingBridgeSceneDynamicTestCase ,AsyncArthurAnimationTestCase AsyncGalahadAnimationTestCase AsyncLancelotAnimationTestCase AsyncRobinAnimationTestCase , ,
13,Tue Nov 06 16:36:19 EST 2018,28,0,Assignment10Suite,MoveCommandObjectTestCase SayCommandObjectTestCase ,AssertingBridgeSceneDynamicTestCase ,AsyncArthurAnimationTestCase AsyncGalahadAnimationTestCase AsyncLancelotAnimationTestCase AsyncRobinAnimationTestCase , ,
14,Wed Nov 07 20:31:42 EST 2018,28,0,Assignment10Suite,MoveCommandObjectTestCase SayCommandObjectTestCase ,AssertingBridgeSceneDynamicTestCase ,AsyncArthurAnimationTestCase AsyncGalahadAnimationTestCase AsyncLancelotAnimationTestCase AsyncRobinAnimationTestCase , ,
15,Wed Nov 07 20:38:20 EST 2018,28,0,Assignment10Suite,MoveCommandObjectTestCase SayCommandObjectTestCase ,AssertingBridgeSceneDynamicTestCase ,AsyncArthurAnimationTestCase AsyncGalahadAnimationTestCase AsyncLancelotAnimationTestCase AsyncRobinAnimationTestCase , ,
16,Wed Nov 07 20:43:09 EST 2018,28,0,Assignment10Suite,MoveCommandObjectTestCase SayCommandObjectTestCase ,AssertingBridgeSceneDynamicTestCase ,AsyncArthurAnimationTestCase AsyncGalahadAnimationTestCase AsyncLancelotAnimationTestCase AsyncRobinAnimationTestCase , ,
17,Wed Nov 07 20:44:13 EST 2018,28,0,Assignment10Suite,MoveCommandObjectTestCase SayCommandObjectTestCase ,AssertingBridgeSceneDynamicTestCase ,AsyncArthurAnimationTestCase AsyncGalahadAnimationTestCase AsyncLancelotAnimationTestCase AsyncRobinAnimationTestCase , ,
18,Wed Nov 07 20:46:52 EST 2018,28,0,Assignment10Suite,MoveCommandObjectTestCase SayCommandObjectTestCase ,AssertingBridgeSceneDynamicTestCase ,AsyncArthurAnimationTestCase AsyncGalahadAnimationTestCase AsyncLancelotAnimationTestCase AsyncRobinAnimationTestCase , ,
19,Wed Nov 07 20:47:55 EST 2018,42,14,Assignment10Suite,AssertingBridgeSceneDynamicTestCase+ MoveCommandObjectTestCase SayCommandObjectTestCase , ,AsyncArthurAnimationTestCase AsyncGalahadAnimationTestCase AsyncLancelotAnimationTestCase AsyncRobinAnimationTestCase , ,
20,Wed Nov 07 20:48:20 EST 2018,42,0,Assignment10Suite,AssertingBridgeSceneDynamicTestCase MoveCommandObjectTestCase SayCommandObjectTestCase , ,AsyncArthurAnimationTestCase AsyncGalahadAnimationTestCase AsyncLancelotAnimationTestCase AsyncRobinAnimationTestCase , ,
21,Wed Nov 07 20:48:51 EST 2018,42,0,Assignment10Suite,AssertingBridgeSceneDynamicTestCase MoveCommandObjectTestCase SayCommandObjectTestCase , ,AsyncArthurAnimationTestCase AsyncGalahadAnimationTestCase AsyncLancelotAnimationTestCase AsyncRobinAnimationTestCase , ,
22,Wed Nov 07 20:58:33 EST 2018,100,58,Assignment10Suite,AssertingBridgeSceneDynamicTestCase AsyncArthurAnimationTestCase+ AsyncGalahadAnimationTestCase+ AsyncLancelotAnimationTestCase+ AsyncRobinAnimationTestCase+ MoveCommandObjectTestCase SayCommandObjectTestCase , , , ,
23,Wed Nov 07 21:14:42 EST 2018,100,0,Assignment10Suite,AssertingBridgeSceneDynamicTestCase AsyncArthurAnimationTestCase AsyncGalahadAnimationTestCase AsyncLancelotAnimationTestCase AsyncRobinAnimationTestCase MoveCommandObjectTestCase SayCommandObjectTestCase , , , ,
